d1Length,d2Length,ResultLength,d1rIntersection,d2rIntersection
234,9,2,0,0
234,5,2,0,0
234,12,2,0,0
234,2,11,8,0
234,40,2,0,0
234,16,2,0,0
234,13,2,0,0
234,6,2,0,0
234,2,11,8,0
234,2,2,0,0
234,2,2,0,0
234,9,2,0,0
234,2,11,8,0
234,3,4,2,0
234,2,16,13,0
234,13,4,2,0
234,2,16,13,1
234,4,11,8,1
234,3,2,0,0
234,7,2,0,0
234,3,15,9,1
234,3,16,13,0
234,3,16,13,0
234,3,11,8,0
234,3,11,8,0
234,3,2,0,0
234,4,11,8,1
234,4,11,8,0
234,2,4,2,0
234,8,2,0,0
234,3,2,0,0
234,9,16,13,0
234,5,11,8,1
234,21,22,18,4
234,4,16,13,1
234,5,4,2,0
234,4,2,0,0
234,3,2,0,0
234,2,2,0,0
234,4,2,0,0
234,4,2,0,1
234,3,4,2,0
234,2,2,0,0
234,2,16,13,1
234,20,2,0,0
234,4,16,13,0
234,5,2,0,0
234,7,2,0,0
234,7,16,13,1
234,5,2,0,0
234,4,16,13,1
234,2,2,0,0
234,3,2,0,0
234,14,4,2,0
234,10,16,13,2
234,2,16,13,1
234,3,16,13,1
234,2,16,13,1
234,11,2,0,0
234,4,4,2,0
234,2,2,0,0
234,2,2,0,0
234,2,2,0,0
234,5,2,0,0
234,3,2,0,0
234,2,2,0,0
234,5,4,2,0
234,2,2,0,0
234,9,2,0,0
234,5,16,13,1
234,3,2,0,0
234,2,2,0,0
234,3,2,0,0
234,2,16,13,1
234,2,11,8,0
234,4,11,8,1
234,6,2,0,0
234,3,11,8,1
234,2,4,2,0
234,3,2,0,0
234,4,4,2,0
234,3,2,0,0
234,7,4,2,0
234,3,2,0,0
234,6,2,0,0
234,2,2,0,0
234,4,11,8,0
234,2,2,0,0
234,2,16,13,0
234,5,2,0,0
234,11,2,0,0
234,19,2,0,0
234,4,2,0,0
234,2,11,8,0
234,2,11,8,0
234,2,2,0,0
234,4,4,2,0
234,4,16,13,0
234,2,4,2,0
234,2,4,2,0
234,3,2,0,0
234,3,16,13,0
234,2,11,8,0
234,3,2,0,0
234,6,11,8,0
234,11,16,13,0
234,4,11,8,1
234,4,11,8,1
234,19,2,0,0
234,2,2,0,0
234,7,2,0,0
234,4,16,13,0
234,10,11,8,2
234,2,2,0,0
234,6,16,13,0
236,8,11,8,2
236,4,13,7,1
236,43,8,7,4
236,17,2,0,0
236,2,35,22,0
236,32,35,22,10
236,51,35,22,12
236,30,35,22,7
236,30,11,8,4
236,10,11,8,1
236,25,35,22,8
236,23,10,8,4
236,35,11,8,2
236,41,28,23,10
236,8,11,8,0
236,33,11,8,4
236,11,11,8,2
236,20,35,22,7
236,36,35,22,12
236,30,35,22,12
236,33,107,64,17
236,7,35,22,3
236,20,16,12,0
236,2,11,8,0
236,6,11,8,0
236,11,11,8,0
236,18,35,22,11
236,14,11,8,5
236,3,11,8,0
236,26,20,7,2
236,38,35,22,8
236,33,35,22,8
236,3,11,8,1
236,4,11,8,0
236,10,107,64,5
236,3,11,8,0
236,4,11,8,0
236,9,35,22,1
236,23,11,8,2
236,8,11,8,1
236,23,35,22,8
236,19,35,22,4
236,15,35,22,2
236,4,11,8,0
236,24,107,64,8
236,19,11,8,3
236,3,11,8,0
236,3,11,8,0
236,31,11,8,4
236,7,11,8,0
236,19,11,8,3
236,9,11,8,1
236,35,35,22,8
236,14,35,22,1
236,9,11,8,1
236,2,11,8,0
236,32,35,22,9
236,28,35,22,5
236,9,11,8,2
236,30,35,22,9
236,17,107,64,5
236,6,11,8,0
236,6,107,64,3
236,5,107,64,1
236,22,13,5,2
236,29,11,8,2
236,31,11,8,3
236,13,11,8,1
236,8,11,8,0
236,17,11,8,0
236,44,107,64,16
236,40,35,22,11
236,22,11,8,3
236,41,16,13,5
236,26,11,8,5
236,21,35,22,5
236,17,11,8,2
236,4,11,8,0
236,30,107,64,17
236,8,11,8,4
236,13,11,8,5
236,31,35,22,9
236,12,11,8,1
236,4,11,8,0
236,6,11,8,0
236,33,11,6,6
236,26,35,22,10
236,4,11,8,0
236,5,11,8,0
236,9,11,8,0
236,27,35,22,7
236,6,11,8,1
236,83,16,13,10
236,4,11,8,0
236,16,11,8,5
236,7,11,8,1
236,35,35,22,11
236,69,35,21,12
236,37,11,8,3
236,5,11,8,0
236,24,11,8,10
236,19,35,22,5
236,4,11,8,0
236,17,11,8,1
236,42,107,64,20
236,33,19,12,8
236,16,35,22,4
236,11,35,22,1
236,3,11,8,0
236,24,107,64,13
236,18,11,8,0
236,4,11,8,0
236,6,11,8,0
236,13,35,22,1
236,16,35,22,10
236,32,11,8,1
236,24,10,8,3
236,14,11,8,2
236,21,11,8,3
236,33,35,22,9
236,18,19,12,3
236,24,11,8,2
236,23,11,8,1
236,14,35,22,6
236,21,35,22,6
236,33,35,22,10
236,14,11,8,2
236,11,11,8,1
236,26,107,64,13
236,15,11,8,0
236,30,11,8,0
236,5,11,8,1
236,19,35,22,4
236,15,11,8,2
236,9,11,8,0
236,25,35,22,9
236,29,35,22,7
236,15,11,8,2
236,10,107,64,5
236,22,16,13,3
236,19,11,8,2
236,11,11,8,2
236,23,11,8,2
236,15,35,22,5
236,5,11,8,0
236,15,7,6,4
236,19,35,22,2
236,4,11,8,0
236,12,35,22,4
236,12,11,8,2
236,4,11,8,0
236,18,3,1,0
236,4,11,8,0
236,16,11,8,2
236,4,11,8,0
236,3,11,8,0
236,3,11,8,0
236,12,35,22,8
236,7,11,8,2
236,7,11,8,0
236,11,11,8,1
236,23,35,22,4
236,14,11,8,1
236,9,35,22,2
236,4,11,8,0
236,20,35,22,3
236,18,35,22,8
236,10,11,8,1
236,5,11,8,0
236,14,35,22,8
236,21,11,8,2
236,5,11,8,1
236,12,35,22,5
236,8,11,8,0
236,7,35,22,1
236,11,35,22,4
236,6,11,8,1
236,27,53,37,5
236,30,35,22,9
236,18,11,8,1
236,18,11,8,1
236,4,11,8,1
236,17,11,8,3
236,10,35,22,3
236,4,35,22,2
236,40,11,8,2
236,7,11,8,0
236,5,11,8,0
236,7,11,8,0
236,7,11,8,1
236,25,2,1,0
236,6,35,22,1
236,3,11,8,0
236,11,11,8,0
236,13,107,64,9
236,7,11,8,1
236,16,11,8,0
236,3,11,8,0
236,4,11,8,2
236,7,107,64,3
236,3,107,64,1
236,4,11,8,0
236,12,11,8,1
236,4,11,8,1
236,3,35,22,0
236,7,11,8,0
236,4,11,8,1
236,14,107,64,8
236,30,11,8,2
236,24,35,22,3
236,17,11,8,2
236,10,11,8,0
236,11,11,8,1
236,11,35,22,6
236,30,2,0,0
236,13,11,8,1
236,11,11,8,1
236,13,11,8,1
236,13,11,8,1
236,11,11,8,0
236,10,11,8,1
236,4,35,22,3
236,15,11,8,2
236,28,11,8,6
236,4,11,8,0
236,7,11,8,1
236,5,11,8,1
236,18,35,22,5
236,5,11,8,0
236,2,11,8,0
236,19,3,1,0
236,39,3,1,1
236,31,35,22,9
236,17,78,53,6
236,5,11,8,1
236,16,35,22,6
236,22,35,22,8
236,6,35,22,2
236,17,11,8,1
236,8,107,64,6
236,10,11,8,1
236,4,11,8,0
236,13,11,8,1
236,10,11,8,1
236,3,11,8,0
236,10,11,8,2
236,2,11,8,1
236,2,107,64,1
236,9,107,64,3
236,31,35,22,14
236,5,11,8,0
236,5,107,64,2
236,3,11,8,0
236,8,35,22,2
236,26,11,8,2
236,5,11,8,1
236,7,11,8,1
236,14,11,8,2
236,14,35,22,7
236,2,11,8,0
236,4,11,8,0
236,12,11,8,1
236,7,11,8,1
236,6,11,8,1
236,7,107,64,1
236,5,35,22,1
236,3,11,8,0
236,8,11,8,4
236,2,11,8,0
236,2,11,8,0
236,3,11,8,0
236,40,107,64,18
236,26,35,22,12
236,34,35,22,6
236,10,11,8,0
236,25,35,22,6
236,16,35,22,7
236,29,35,22,10
236,10,11,8,1
236,8,11,8,1
236,11,11,8,0
236,15,11,8,3
236,16,11,8,2
236,5,11,8,0
236,3,11,8,0
236,2,11,8,0
236,2,11,8,1
236,21,107,64,11
236,8,107,64,6
236,2,18,12,0
236,3,11,8,0
236,4,11,8,0
236,7,107,64,3
236,2,11,8,0
236,23,107,64,9
236,25,35,22,7
236,16,35,22,7
236,15,11,8,2
236,20,35,22,6
236,27,35,22,11
236,4,11,8,1
236,3,11,8,1
236,15,35,22,6
236,12,11,8,3
236,28,35,22,11
236,4,11,8,0
236,3,11,8,0
236,13,35,22,5
236,2,35,22,0
236,8,35,22,3
236,21,35,22,5
236,26,9,4,1
236,28,107,64,14
236,25,16,12,5
236,19,11,8,1
236,17,11,8,3
236,6,11,8,0
236,23,107,64,12
236,76,63,37,26
236,10,11,8,1
236,18,11,8,5
236,31,35,22,5
236,9,11,8,0
236,13,11,8,0
236,6,11,8,0
236,4,11,8,1
236,17,107,64,11
236,3,11,8,0
236,4,11,8,0
236,2,11,8,0
236,6,11,8,1
236,11,107,64,3
236,5,11,8,0
236,3,11,8,0
236,2,11,8,0
236,8,11,8,1
236,17,107,64,6
236,28,35,22,5
236,9,19,12,1
236,9,11,8,0
236,12,35,22,6
236,6,11,8,2
236,61,23,14,7
236,5,11,8,0
236,3,107,64,1
236,4,30,20,2
236,15,35,22,2
236,12,11,8,2
236,12,11,8,1
236,2,11,8,0
236,15,35,22,4
236,29,35,22,5
236,23,107,64,18
236,4,11,8,0
236,12,3,1,0
236,7,107,64,4
236,56,11,8,4
236,39,28,20,11
236,8,11,8,1
236,24,107,64,8
236,7,11,8,1
236,6,11,8,1
236,5,107,64,2
236,31,107,64,15
236,16,11,8,1
236,6,11,8,0
236,30,35,22,11
236,7,11,8,2
236,13,107,64,6
236,3,11,8,0
236,3,11,8,0
236,23,78,53,13
236,20,35,22,6
236,3,11,8,0
236,4,107,64,3
236,11,11,8,2
236,12,10,8,1
236,24,35,22,10
236,12,107,64,4
236,8,11,8,0
236,4,11,8,0
236,4,11,8,1
236,6,11,8,1
236,4,107,64,2
236,11,35,22,2
236,5,11,8,0
236,5,11,8,0
236,7,11,8,1
236,4,107,64,1
236,10,107,64,5
236,8,9,4,0
236,2,11,8,1
236,17,35,22,6
236,4,11,8,1
236,13,11,8,1
236,5,11,8,0
236,4,11,8,2
236,8,11,8,1
236,4,11,8,0
236,11,11,8,2
236,9,11,8,1
236,5,11,8,0
236,5,11,8,0
236,6,11,8,1
236,3,11,8,2
236,5,107,64,2
236,6,11,8,1
236,5,11,8,0
236,5,16,12,2
236,9,35,22,4
236,11,3,1,0
236,36,35,22,9
236,31,2,1,0
236,4,11,8,0
236,29,3,1,0
236,13,11,8,1
236,11,15,11,4
236,6,107,64,3
236,12,11,8,2
236,6,11,8,1
236,13,35,22,3
236,6,11,8,1
236,22,107,64,10
236,2,11,8,0
236,18,11,8,2
236,9,11,8,0
236,23,35,22,9
236,11,11,8,2
236,3,11,8,0
236,8,107,64,3
236,6,11,8,0
236,15,35,22,5
236,8,11,8,0
236,4,11,8,0
236,25,35,22,6
236,21,35,22,5
236,7,11,8,1
236,3,11,8,1
236,5,11,8,0
236,3,11,8,0
236,20,35,22,7
236,14,35,22,1
236,18,11,8,4
236,6,11,8,1
236,18,11,8,2
236,6,35,22,2
236,14,3,1,0
236,6,35,22,1
236,4,35,22,0
236,15,11,8,0
236,16,35,22,5
236,19,3,1,0
236,4,11,8,0
236,3,11,8,0
236,26,35,22,8
236,7,11,8,1
236,11,35,22,4
236,8,11,8,1
236,5,11,8,1
236,5,11,8,0
236,3,11,8,0
236,5,11,8,0
236,4,35,22,0
236,3,11,8,0
236,28,19,12,1
236,9,11,8,2
236,4,11,8,1
236,6,11,8,0
236,10,11,8,1
236,2,11,8,0
236,2,11,8,0
236,9,11,8,1
236,5,11,8,0
236,5,11,8,0
236,2,11,8,0
236,5,11,8,1
236,19,11,8,3
236,16,11,8,2
236,4,11,8,2
236,5,35,22,4
236,5,11,8,0
236,5,11,8,1
236,4,11,8,0
236,12,35,22,1
236,5,11,8,1
236,6,11,8,2
236,13,11,8,3
236,3,11,8,0
236,24,11,8,1
236,17,30,20,5
236,12,107,64,5
236,2,11,8,0
236,17,11,8,1
236,19,11,8,2
236,3,11,8,0
236,3,11,8,0
236,7,11,8,1
236,2,11,8,0
236,15,11,8,3
236,3,35,22,2
236,3,11,8,0
236,9,107,64,6
236,12,11,8,2
236,18,11,8,2
236,13,11,8,1
236,17,107,64,12
236,9,11,8,2
236,5,11,8,0
236,14,11,8,2
236,5,11,8,0
236,26,35,22,11
236,2,11,8,0
236,7,11,8,0
236,4,11,8,0
236,2,107,64,0
236,5,11,8,1
236,11,11,8,1
236,19,35,22,5
236,25,11,8,3
236,3,11,8,1
236,27,35,22,6
236,4,107,64,1
236,3,11,8,0
236,19,107,64,8
236,4,11,8,0
236,10,11,8,1
236,14,11,8,2
236,4,11,8,1
236,4,11,8,0
236,6,11,8,1
236,7,11,8,0
236,12,11,8,3
236,4,11,8,1
236,6,11,8,1
236,23,35,22,6
236,12,11,8,1
236,26,11,8,2
236,9,11,8,1
236,5,11,8,0
236,4,11,8,1
236,5,11,8,0
236,7,11,8,0
236,13,107,64,6
236,11,3,1,0
236,7,35,22,3
236,22,4,2,0
236,23,20,7,3
236,24,3,1,0
236,10,107,64,6
236,3,35,22,0
236,9,107,64,4
236,12,11,8,1
236,21,3,1,0
236,17,35,22,7
236,19,107,64,15
236,17,35,22,6
236,11,35,22,5
236,8,107,64,3
236,12,107,64,4
236,10,107,64,5
236,2,11,8,0
236,6,11,8,1
236,26,107,64,12
236,34,11,8,6
236,27,3,1,0
236,6,107,64,2
236,12,11,8,2
236,3,11,8,0
236,4,11,8,1
236,2,107,64,1
236,5,11,8,0
236,12,11,8,1
236,10,11,8,1
236,2,11,8,0
236,15,107,64,9
236,3,11,8,0
236,5,11,8,1
236,9,11,8,1
236,26,107,64,8
236,6,11,8,1
236,5,11,8,0
236,2,11,8,0
236,12,11,8,2
236,2,11,8,0
236,3,11,8,0
236,12,9,6,3
236,21,12,10,4
236,2,11,8,0
236,6,107,64,3
236,23,9,4,3
236,18,11,8,1
236,7,107,64,4
236,3,11,8,0
236,14,107,64,9
236,12,107,64,4
236,14,35,22,3
236,9,11,8,2
236,6,11,8,0
236,6,107,64,3
236,2,11,8,0
236,2,107,64,0
236,17,107,64,9
236,14,107,64,8
236,6,11,8,0
236,7,11,8,1
236,3,107,64,1
236,18,3,1,0
236,7,11,8,0
236,4,11,8,1
236,18,11,8,1
236,18,11,8,3
236,16,11,8,2
236,5,11,8,0
236,2,11,8,0
236,2,11,8,0
236,2,11,8,0
236,12,11,8,2
236,12,107,64,4
236,10,11,8,3
236,6,11,8,1
236,2,107,64,1
236,6,11,8,1
236,4,11,8,0
236,2,11,8,0
236,3,11,8,0
236,32,11,8,4
236,20,11,8,2
236,4,11,8,0
236,4,107,64,3
236,2,11,8,0
236,4,11,8,1
236,4,11,8,0
236,2,11,8,0
236,2,11,8,0
236,10,9,4,0
236,2,11,8,0
236,15,11,8,2
236,17,11,8,1
236,6,107,64,3
236,11,107,64,3
236,22,35,22,5
236,5,11,8,0
236,5,11,8,0
236,4,35,22,1
236,2,11,8,0
236,2,107,64,1
236,19,3,1,0
236,13,11,8,4
236,13,11,8,1
236,5,11,8,1
236,28,107,64,15
236,20,11,8,2
236,15,11,8,1
236,2,11,8,0
236,4,35,22,3
236,5,11,8,0
236,8,11,8,4
236,6,11,8,1
236,17,107,64,6
236,29,35,22,7
236,16,11,8,2
236,8,30,20,2
236,3,11,8,0
236,5,35,22,1
236,14,35,22,8
236,12,11,8,1
236,2,11,8,0
236,12,11,8,2
236,11,11,8,0
236,24,107,64,17
236,4,35,22,2
236,32,35,22,9
236,19,11,8,3
236,5,107,64,2
236,44,78,53,23
236,11,11,8,0
236,22,35,22,7
236,2,11,8,1
236,18,35,22,8
236,4,35,22,1
236,5,35,22,1
236,3,35,22,1
236,2,11,8,0
236,4,11,8,1
236,7,107,64,3
236,20,3,1,0
236,3,11,8,0
236,2,107,64,1
236,7,11,8,0
236,14,13,5,2
236,3,11,8,0
236,4,11,8,1
236,19,11,8,3
236,7,11,8,2
236,38,35,22,9
236,27,35,22,7
236,18,11,8,5
236,4,107,64,3
236,9,11,8,1
236,8,11,8,0
236,6,11,8,0
236,12,11,8,2
236,6,11,8,1
236,5,11,8,2
236,14,11,8,0
236,3,11,8,0
236,6,11,8,2
236,3,11,8,0
236,3,11,8,0
236,9,3,1,0
236,17,11,8,1
236,2,11,8,0
236,21,11,8,1
236,5,11,8,1
236,3,107,64,1
236,2,11,8,0
236,6,107,64,3
236,5,11,8,1
236,7,11,8,0
236,5,11,8,0
236,8,11,8,2
236,2,11,8,0
236,2,11,8,0
236,3,11,8,0
236,13,11,8,0
236,2,11,8,1
236,14,35,22,6
236,3,11,8,0
236,2,11,8,0
236,24,35,22,9
236,6,11,8,1
236,2,107,64,0
236,2,11,8,0
236,5,30,20,0
236,6,11,8,1
236,16,11,8,2
236,10,11,8,1
236,7,107,64,2
236,3,11,8,0
236,14,11,8,0
236,3,11,8,0
236,10,107,64,1
236,11,107,64,9
236,5,11,8,0
236,2,11,8,0
236,7,107,64,5
236,4,11,8,0
236,2,11,8,0
236,15,107,64,8
236,12,35,22,5
236,5,35,22,1
236,13,11,8,0
236,5,44,23,4
236,7,11,8,0
236,2,11,8,0
236,4,11,8,0
236,3,11,8,2
236,14,11,8,2
236,4,11,8,1
236,4,3,1,0
236,9,11,8,0
236,17,11,8,1
236,3,11,8,0
236,9,11,8,0
236,26,11,8,2
236,7,3,1,0
236,4,11,8,2
236,4,11,8,0
236,2,11,8,1
236,7,11,8,1
236,4,11,8,0
236,8,11,8,2
236,6,11,8,1
236,4,11,8,1
236,15,11,8,3
236,3,11,8,0
236,8,107,64,4
236,3,11,8,1
236,20,35,22,3
236,4,11,8,0
236,22,35,22,4
236,6,35,22,2
236,21,107,64,6
236,7,11,8,0
236,9,107,64,4
236,18,35,22,9
236,36,35,22,5
236,11,35,22,1
236,2,11,8,0
236,13,11,8,1
236,4,11,8,0
236,13,11,8,1
236,14,3,1,0
236,4,11,8,0
236,9,35,22,1
236,11,35,22,3
236,15,107,64,8
236,4,11,8,0
236,53,35,22,10
236,8,11,8,1
236,2,11,8,0
236,15,11,8,1
236,16,107,64,11
236,8,3,1,0
236,30,11,8,3
236,8,11,8,1
236,2,11,8,0
236,3,35,22,2
236,16,13,6,5
236,77,179,87,47
236,2,11,8,0
236,4,11,8,1
236,6,11,8,0
236,15,11,8,2
236,5,11,8,0
236,3,11,8,0
236,36,11,8,2
236,29,107,64,12
236,3,11,8,0
236,3,11,8,0
236,7,107,64,6
236,3,11,8,0
236,8,11,8,2
236,13,11,8,1
236,4,11,8,0
236,29,107,64,18
236,3,11,8,1
236,30,11,8,5
236,28,35,22,10
236,4,107,64,1
236,29,35,22,12
236,11,35,22,4
236,17,11,8,1
236,4,11,8,1
236,4,107,64,1
236,6,11,8,0
236,15,11,8,3
236,17,107,64,7
236,5,11,8,1
236,8,11,8,1
236,6,11,8,0
236,3,11,8,0
236,22,11,8,3
236,11,107,64,5
236,9,11,8,1
236,3,11,8,0
236,19,78,53,12
236,3,11,8,0
236,5,107,64,4
236,2,11,8,0
236,5,11,8,0
236,2,11,8,0
236,5,11,8,0
236,11,107,64,10
236,23,35,22,7
236,6,11,8,0
236,5,11,8,0
236,5,107,64,4
236,9,11,8,1
236,3,11,8,0
236,2,11,8,0
236,2,107,64,0
236,9,11,8,2
236,4,3,1,0
236,5,3,1,0
236,9,107,64,6
236,8,11,8,0
236,4,11,8,0
236,4,11,8,1
236,9,11,8,2
236,12,107,64,6
236,6,11,8,0
236,2,11,8,0
236,8,11,8,1
236,6,107,64,3
236,4,11,8,1
236,2,11,8,0
236,13,3,1,0
236,16,11,8,2
236,4,11,8,1
236,6,11,8,0
236,12,11,8,3
236,8,11,8,0
236,2,11,8,0
236,9,11,8,0
236,3,11,8,0
236,3,11,8,0
236,5,35,22,1
236,2,107,64,1
236,9,11,8,2
236,2,11,8,0
236,7,11,8,0
236,4,3,1,0
236,5,11,8,0
236,3,11,8,0
236,3,11,8,0
236,4,11,8,0
236,4,11,8,0
236,13,3,1,0
236,8,11,8,1
236,4,11,8,0
236,5,11,8,0
236,6,107,64,3
236,3,107,64,1
236,3,11,8,0
236,7,11,8,3
236,2,11,8,1
236,3,11,8,1
236,2,11,8,0
236,3,11,8,0
236,7,11,8,1
236,5,11,8,0
236,3,11,8,0
236,3,11,8,1
236,5,11,8,1
236,4,11,8,0
236,5,11,8,1
236,4,11,8,0
236,3,11,8,0
236,18,11,8,3
236,4,11,8,0
236,5,11,8,0
236,4,11,8,1
236,2,11,8,0
236,5,11,8,0
236,4,11,8,0
236,6,11,8,0
236,3,11,8,0
236,5,11,8,0
236,3,11,8,0
236,6,11,8,0
236,2,11,8,0
236,4,11,8,0
236,2,11,8,1
236,4,11,8,0
236,3,11,8,0
236,2,107,64,1
236,11,107,64,5
236,8,107,64,1
236,10,11,8,1
236,5,11,8,0
236,9,107,64,1
236,2,11,8,0
236,4,11,8,0
236,4,11,8,0
236,2,11,8,1
236,5,11,8,0
236,2,11,8,0
236,13,30,20,3
236,19,35,22,6
236,2,11,8,0
236,4,11,8,1
236,11,11,8,1
236,3,11,8,0
236,2,11,8,0
236,2,11,8,0
236,16,28,20,5
236,2,11,8,0
236,3,11,8,0
236,9,107,64,2
236,17,11,8,2
236,3,11,8,0
236,4,11,8,0
236,6,107,64,5
236,6,11,8,0
236,7,11,8,0
236,5,11,8,0
236,2,11,8,0
236,4,11,8,0
236,5,107,64,3
236,4,11,8,0
236,3,11,8,0
236,6,107,64,3
236,5,11,8,0
236,3,11,8,0
236,3,11,8,0
236,2,11,8,0
236,3,11,8,0
236,4,107,64,3
236,3,11,8,0
236,6,107,64,2
236,12,11,8,0
236,2,11,8,0
236,7,11,8,1
236,3,11,8,0
236,5,11,8,1
236,11,11,8,1
236,7,107,64,6
236,6,11,8,0
236,7,11,8,0
236,7,107,64,2
236,5,107,64,3
236,8,11,8,1
236,3,11,8,0
236,20,107,64,15
236,7,11,8,0
236,15,35,22,7
236,2,11,8,0
236,8,11,8,1
236,2,11,8,0
236,5,107,64,2
236,2,35,22,1
236,40,107,64,18
236,2,11,8,0
236,2,107,64,1
236,13,11,8,1
236,6,11,8,0
236,2,11,8,0
236,5,30,20,0
236,13,11,8,2
236,3,107,64,1
236,3,11,8,0
236,13,11,8,1
236,8,11,8,1
236,11,107,64,9
236,4,11,8,0
236,3,11,8,0
236,4,11,8,0
236,2,11,8,0
236,20,11,8,1
236,5,11,8,1
236,4,18,12,0
236,3,107,64,1
236,14,11,8,2
236,6,11,8,1
236,29,107,64,17
236,11,11,8,3
236,2,11,8,0
236,2,11,8,0
236,2,11,8,0
236,27,3,1,0
236,2,11,8,0
236,3,11,8,0
236,2,11,8,1
236,5,11,8,0
236,3,11,8,0
236,5,11,8,0
236,19,11,8,4
236,2,11,8,0
236,2,11,8,0
236,36,107,64,19
236,5,11,8,0
236,11,11,8,1
220,11,4,2,0
220,3,3,2,0
220,7,4,2,0
220,4,3,2,0
220,22,4,2,0
220,32,3,2,2
220,3,4,2,0
220,5,4,2,0
220,28,3,2,1
220,5,3,2,0
220,4,3,2,0
220,2,4,2,0
220,2,4,2,0
220,18,3,2,0
220,2,3,2,0
220,2,4,2,0
220,2,3,2,0
220,11,4,2,0
220,33,4,2,2
220,8,47,26,2
220,33,4,2,1
220,13,4,2,0
220,28,3,2,1
220,3,3,2,0
220,7,3,2,0
220,3,3,2,0
220,11,3,2,0
220,3,3,2,0
220,2,3,2,0
220,4,3,2,0
220,8,3,2,0
220,6,3,2,0
220,19,3,2,0
220,41,3,0,0
220,4,3,2,0
220,4,3,2,0
220,12,69,44,5
220,3,3,2,0
220,19,4,2,0
220,2,3,2,0
220,27,4,2,1
220,3,4,2,0
220,2,3,2,0
220,5,3,2,0
220,3,3,2,0
220,4,4,2,0
220,7,4,2,0
220,4,3,2,0
220,4,3,2,0
220,4,3,2,0
220,21,4,2,0
220,2,3,2,0
220,4,4,2,0
220,9,4,2,0
220,15,4,2,0
220,2,3,2,0
220,23,4,2,1
220,4,4,2,0
220,24,3,0,0
220,31,4,2,0
220,6,3,2,1
220,9,3,2,1
220,2,3,2,0
220,4,4,2,0
220,14,4,2,0
220,25,3,2,1
220,6,4,2,0
220,30,3,2,1
220,31,3,2,2
220,45,16,12,3
220,6,3,2,1
220,18,3,2,0
220,14,4,2,0
220,4,3,2,0
220,31,13,10,4
220,17,3,2,0
220,5,4,2,0
220,17,4,2,0
220,14,3,2,0
220,12,4,2,1
220,31,47,26,6
220,9,4,2,0
220,26,3,2,1
220,5,3,2,0
220,21,4,2,1
220,4,3,2,0
220,30,3,2,0
220,8,3,2,1
220,4,4,2,0
220,13,3,2,1
220,40,47,26,6
220,39,4,2,1
220,9,4,2,0
220,3,3,2,0
220,3,3,2,0
220,4,3,2,0
220,20,4,2,0
220,4,3,2,0
220,3,3,2,0
220,2,3,2,0
220,4,3,2,0
220,3,3,2,0
220,5,3,2,0
220,3,3,2,0
220,5,3,2,0
220,2,3,2,0
220,14,3,2,1
220,4,3,2,0
220,18,4,2,1
220,7,3,2,0
220,3,3,2,0
220,8,3,2,1
220,20,4,2,1
220,3,3,2,0
220,3,3,2,0
220,7,3,2,0
220,3,3,2,0
220,2,3,2,0
220,2,3,2,0
220,24,4,2,0
220,44,47,26,10
220,4,3,2,0
220,16,47,26,3
220,11,4,2,0
220,24,13,8,3
220,18,3,2,0
220,11,3,2,1
220,21,4,2,2
220,26,4,2,0
220,2,3,2,0
220,16,3,2,2
220,17,4,2,0
220,14,3,2,1
220,7,4,2,0
220,5,3,2,0
220,3,3,2,0
220,6,4,2,0
220,9,3,2,0
220,3,3,2,0
220,2,3,2,0
220,2,3,2,0
220,17,3,2,0
220,18,3,2,0
220,24,4,2,1
220,4,3,2,0
220,3,3,2,0
220,3,3,2,0
220,4,3,2,0
220,3,3,2,0
220,3,3,2,0
220,6,3,2,0
220,4,3,2,1
220,2,3,2,0
220,3,3,2,0
220,24,3,2,2
220,25,4,2,0
220,4,3,2,0
220,2,3,2,0
220,6,3,2,0
220,42,16,12,5
220,15,4,2,1
220,2,4,2,0
220,5,3,2,0
220,12,4,2,0
220,4,4,2,0
220,3,3,2,0
220,3,3,2,0
220,16,3,2,0
220,2,4,2,0
220,7,4,2,0
220,3,3,2,0
220,5,3,2,0
220,10,4,2,0
220,5,3,2,0
220,4,3,2,0
220,12,4,2,0
220,17,4,2,0
220,11,3,2,0
220,4,3,2,0
220,4,3,2,0
220,3,3,2,0
220,18,3,2,2
220,4,3,2,0
220,10,3,2,0
220,20,10,6,5
220,3,3,2,0
220,8,4,2,1
220,8,3,2,0
220,6,3,2,0
220,5,3,2,0
220,10,4,2,0
220,5,4,2,0
220,3,3,2,0
220,36,4,2,0
220,2,3,2,0
220,3,3,2,0
220,3,3,2,0
220,3,3,2,0
220,12,4,2,0
220,5,3,2,0
220,28,3,2,2
220,7,3,2,0
220,5,69,44,3
220,4,4,2,0
220,2,3,2,0
220,30,3,2,2
220,18,4,2,1
220,3,4,2,0
220,6,3,2,2
220,7,4,2,0
220,10,3,2,1
220,4,4,2,0
220,3,3,2,0
220,2,3,2,0
220,13,3,2,1
220,4,3,2,0
220,4,3,2,0
220,5,3,2,0
220,11,4,2,0
220,32,3,2,1
220,16,3,2,0
220,11,3,2,0
220,12,3,2,0
220,7,3,2,0
220,4,3,2,0
220,5,3,2,0
220,4,3,2,0
220,7,3,2,0
220,19,4,2,0
220,4,3,2,0
220,3,3,2,0
220,7,3,2,2
220,4,4,2,0
220,4,3,2,0
220,2,3,2,0
220,4,3,2,0
220,2,3,2,0
220,7,3,2,0
